"variable","ML2","ML3","ML1"
"bkt_bf_prediction",0.0900070759651664,0.856218824457819,-0.0290334783382443
"BKT_forgetting_prediction",-0.0245477609970983,0.869061235756882,-0.0328084707962324
"PFA_prediction",0.00636434253296081,0.79677216856268,0.152406380492673
"ELO_prediction",0.057538811417473,-0.186603627745839,0.779220695666665
"KTM_prediction",-0.0104940398067521,0.144995615672408,0.923700202127728
"DKT_prediction",0.94633645309664,-0.0104400921113091,0.015764961249263
"DSAKT_prediction",0.982380356211658,-0.0434009816910481,-0.00444454294791881
"ATKT_prediction",0.887638842407129,0.0947100806960482,-0.0054413033372581
