"variable","ML1","ML3","ML2"
"bkt_bf_prediction",0.0218714066472704,0.975157241799707,-0.0118706502291035
"BKT_forgetting_prediction",0.470914499506539,0.493499596691166,-0.0493622796618334
"PFA_prediction",0.0287862293627281,0.785194660728032,0.193259232061989
"ELO_prediction",-0.0469662885456884,-0.124988010534936,0.766630565445172
"KTM_prediction",0.113364471596021,0.19377798881556,0.79121031024708
"DKT_prediction",0.985229674432737,-0.0278009014516767,0.0395539138925561
"DSAKT_prediction",1.01667623731257,-0.0490131052031751,0.00410447357251903
"ATKT_prediction",0.861187703736177,0.12499576743072,0.00693134445281594
